timestamp,x,y,method,n_beacons,shadow_corrected,residual,x_true,y_true
0.5,2.876129077697714,2.104636745692306,nls,6,False,0.5217718238147491,2.6254999999999997,2.0
1.5,3.8715500035224757,0.7454496572038918,nls,6,False,0.21409609796548537,4.0154999999999985,2.0
2.5,5.379632351062,-3.6077380380849693,nls,6,False,2.6617372078119312,5.4055,2.0
3.5,7.275733315977958,-5.107976066244817,nls,6,False,6.712343962990852,6.795499999999995,2.0
4.5,9.333659799111404,-4.951662072603623,nls,6,False,9.72229692581788,8.185500000000001,2.0
5.5,9.813887924305556,-3.0512360144531057,nls,6,False,3.7794069071788154,9.5755,2.0
6.5,10.048282565057363,-2.2679713740734253,nls,6,False,2.3360469082570647,10.9655,2.0
7.5,11.550490816729829,1.7512429614399072,nls,6,False,1.2297772273849248,12.355500000000001,2.0
8.5,12.965648985013614,-1.0341793548276401,nls,6,False,3.3903686488597327,13.745499999999986,2.0
9.5,14.28481930526259,-2.818172955335783,nls,6,False,6.566876866715445,15.135499999999992,2.0
10.5,16.097214186773883,-3.0026348112349064,nls,6,False,12.000435176005068,16.525500000000005,2.0
11.5,18.505968338694316,-3.6906410575893664,nls,6,False,14.764296350969548,17.782500000000002,2.133
12.5,17.87383001609608,-2.632197885567907,nls,6,False,4.555331647071654,18.0,3.3055000000000003
13.5,18.698851078217714,3.0982767852529127,nls,6,False,2.4097137934373483,18.0,4.695499999999999
14.5,18.21138253890096,3.7875964958098254,nls,6,False,0.6176001787208933,18.0,6.0855000000000015
15.5,21.0429651452038,4.389779005927549,nls,6,False,4.459899654951155,18.0,7.4754999999999985
16.5,22.70226368761264,5.131028048397059,nls,6,False,7.379530409287854,18.0,8.8655
17.5,23.357127246342642,6.308083097507606,nls,6,False,10.239150583696585,17.675200000000007,9.9307
18.5,20.86683865931653,7.475082553269425,nls,6,False,4.363945934048192,16.354499999999994,10.0
19.5,17.501563067558475,8.601839773055502,nls,6,False,2.3992189934409436,14.964499999999992,10.0
20.5,15.322951891249094,9.933956521252387,nls,6,False,0.8335923830628998,13.574499999999992,10.0
21.5,14.082913206260475,9.951268630782403,nls,6,False,0.0848659355374673,12.184499999999998,10.0
22.5,13.609237264572316,10.469666239965141,nls,6,False,4.807870515422858,10.794499999999998,10.0
23.5,13.197780284248573,11.024006717264495,nls,6,False,10.350906962274056,9.404500000000004,10.0
24.5,12.542665933385903,13.27775556651296,nls,6,False,12.9050679806486,8.0145,10.0
25.5,9.682342811871994,9.440793278920511,nls,6,False,5.8280462226350735,6.624499999999998,10.0
26.5,7.171158060527969,10.697120912513883,nls,6,False,1.9443331862404016,5.234499999999997,10.0
27.5,5.867057238118969,11.59872182380725,nls,6,False,0.7780577458279174,3.8445000000000014,10.0
28.5,4.7122575489113165,13.722539550805976,nls,6,False,3.0273458521819063,2.4748,9.979699999999996
29.5,3.915075107901934,15.00798779911616,nls,6,False,6.580536816231344,2.0,9.064499999999997
30.5,2.736047044909056,8.425400859130988,nls,6,False,11.486543842187427,2.0,7.674499999999998
31.5,0.8995440065140929,7.016848021131449,nls,6,False,10.999633185075547,2.0,6.284500000000003
32.5,1.2350295694232158,6.059546883090828,nls,6,False,3.882112595313605,2.0,4.894499999999999
33.5,1.7976432281197494,5.005818920281302,nls,6,False,1.2067893393829991,2.0,3.504499999999999
34.5,1.9206197338549806,4.2923907210278145,nls,6,False,0.39739899876146817,2.1209999999999996,2.2355000000000005
35.5,3.5304816339072205,-2.832265166052989,nls,6,False,3.4062810638369263,3.2754999999999996,2.0
36.5,4.6252180971252175,-4.238400752923251,nls,6,False,5.629371412203369,4.665499999999999,2.0
37.5,6.469916820411529,-4.983346115712224,nls,6,False,7.328775208902405,6.055499999999997,2.0
38.5,7.437705440476344,-3.909001368179791,nls,6,False,3.494465698114981,7.4455000000000044,2.0
39.5,8.200462106797831,-2.588324311492823,nls,6,False,1.386141017963594,8.835499999999996,2.0
40.5,8.903793209473125,1.802965739609758,nls,6,False,1.0602898029961785,10.225500000000002,2.0
41.5,10.81062356901222,2.020107297416001,nls,6,False,0.6075587050549645,11.615499999999997,2.0
42.5,12.608539814724521,-1.641179503805396,nls,6,False,3.417533966277877,13.005499999999987,2.0
43.5,13.606216860433166,-2.426810387969265,nls,6,False,7.935850770057847,14.3955,2.0
44.5,15.630477804471358,-3.3881397819913346,nls,6,False,14.716859924855221,15.785500000000017,2.0
45.5,16.392417026560683,-2.109887185982518,nls,6,False,6.388411033996862,17.175500000000007,2.0
46.5,16.83250705816298,-0.25809591625977996,nls,6,False,2.1945329591156915,17.993999999999996,2.571500000000001
47.5,17.864246616737304,2.135620056713613,nls,6,False,1.7946795370603519,18.0,3.955499999999998
48.5,21.34329490568412,2.8981886560663566,nls,6,False,7.555759841194019,18.0,5.345500000000001
49.5,22.86643709395279,3.0700408781661173,nls,6,False,12.797356868382797,18.0,6.7355
50.5,23.53754315392151,4.251045711160195,nls,6,False,16.164724560817255,18.0,8.125500000000002
51.5,21.56159130575461,6.345501693250374,nls,6,False,7.546125421707832,17.9857,9.501199999999999
52.5,19.868801993105055,7.471659312050209,nls,6,False,1.9311694614952006,17.094499999999986,10.0
53.5,20.8313928142776,7.646716197760317,nls,6,False,7.85254726739308,15.704499999999989,10.0
54.5,20.11139639847819,7.421642386147427,nls,6,False,13.733343329156622,14.314499999999997,10.0
55.5,16.686811384025493,8.752541191064624,nls,6,False,18.663692241329887,12.924499999999998,10.0
56.5,14.23028099733813,10.64516608364782,nls,6,False,8.025030036443031,11.5345,10.0
57.5,12.839707299848437,10.341971204142247,nls,6,False,3.2962688604606747,10.1445,10.0
58.5,11.500779932982333,9.849232602847957,nls,6,False,1.2108283070787191,8.754500000000004,10.0
59.5,10.246215120229165,9.570492975397661,nls,6,False,6.4678762331002115,7.364499999999997,10.0
60.5,9.081019638866579,15.004960436038719,nls,6,False,10.760328122456364,5.974500000000001,10.0
61.5,8.160132644400823,15.822149279807617,nls,6,False,13.18349295114243,4.584500000000001,10.0
62.5,5.551645774551176,13.591967378054283,nls,6,False,7.138721397282731,3.194499999999999,10.0
63.5,4.389475605129527,11.335056854716292,nls,6,False,3.433486933932019,2.0886,9.7159
64.5,3.8236852392100773,10.443149769652127,nls,6,False,2.530536100769241,2.0,8.414500000000002
65.5,3.821932971528796,8.601305166883755,nls,6,False,6.366322690811375,2.0,7.0245000000000015
66.5,3.5375528842090156,6.8141627304624395,nls,6,False,10.551296645473304,2.0,5.634500000000002
67.5,3.0400796617583623,5.353972866229058,nls,6,False,14.672118296487804,2.0,4.244500000000001
68.5,2.477191534354669,4.074870128737272,nls,6,False,7.09409879562895,2.0,2.8545000000000016
69.5,3.05917653982396,2.738267459613461,nls,6,False,2.3816478757073094,2.5445,2.009
70.5,3.683843351936398,2.280648908009439,nls,6,False,1.029040095616287,3.9255000000000004,2.0
71.5,4.171287266907428,1.999793295017724,nls,6,False,0.9067732744722342,5.3155,2.0
72.5,5.986241900750057,-2.437088884304489,nls,6,False,3.9072876009162023,6.705500000000002,2.0
73.5,7.995779428349464,-3.6307339178098874,nls,6,False,6.16214561286086,8.095499999999998,2.0
74.5,10.035629928150565,-3.6778396568602,nls,6,False,8.04840027105037,9.485500000000002,2.0
75.5,10.526593380217678,-2.368682707513277,nls,6,False,3.7157757477872,10.875499999999992,2.0
76.5,12.259727096336457,0.09714924041872935,nls,6,False,1.2706697542719287,12.265499999999998,2.0
77.5,13.011695496640302,0.8392463847677201,nls,6,False,0.5542197327521862,13.655500000000009,2.0
78.5,13.647577835006416,1.1236351101769,nls,6,False,0.19206007434649924,15.045500000000013,2.0
79.5,15.161042258092927,-1.997259208766306,nls,6,False,3.8170142405138026,16.435500000000005,2.0
80.5,16.986875869701247,-3.4049537483387655,nls,6,False,10.879589154975468,17.7285,2.097
81.5,18.606875581140496,-3.7040083710950333,nls,6,False,17.09147294784966,18.0,3.2155
82.5,19.861759366395912,3.0342421869200757,nls,6,False,8.17027597591777,18.0,4.605500000000003
83.5,19.024949833741605,4.060094032527513,nls,6,False,3.8744408674752817,18.0,5.995500000000002
84.5,21.662023300808297,4.4983793069142015,nls,6,False,8.362661634371033,18.0,7.385500000000005
85.5,22.708227516392775,5.433823868662431,nls,6,False,13.770487577450034,18.0,8.7755
86.5,23.19762849016235,6.681335948028851,nls,6,False,18.05070865642582,17.733899999999988,9.899400000000002
87.5,22.178799717860684,7.526637565279179,nls,6,False,12.413046478504485,16.444499999999994,10.0
88.5,17.962409591692893,8.20831559065576,nls,6,False,4.002353987339354,15.054499999999996,10.0
89.5,16.08346686941621,8.796941374357166,nls,6,False,1.4007667558738859,13.6645,10.0
90.5,14.868713885402673,9.30469002253472,nls,6,False,5.401769420458882,12.2745,10.0
91.5,13.829115660007878,10.742395785140493,nls,6,False,9.293852873851225,10.884500000000001,10.0
92.5,13.186622976295949,12.232433178590817,nls,6,False,12.453694290256339,9.494500000000006,10.0
93.5,12.035951802782673,14.095322254498361,nls,6,False,11.874327731401632,8.104500000000002,10.0
94.5,9.224000504534757,9.38125513808242,nls,6,False,5.546570390438047,6.7145,10.0
95.5,6.896129743956209,12.369987476080212,nls,6,False,2.081851560629217,5.324500000000001,10.0
96.5,5.712452106387877,11.346278912765497,nls,6,False,0.7181814507262072,3.9345000000000003,10.0
